Record No.,Date,Name of the student,UCID Number,Class,Mobile Number,Sanctioned Amount,Description of Scheme,Remark,clean_low,sentiment_label,month,year
416,2023-10-12,Kamal Sood,2248718854,EXTC,9876513004,714,External Technical Training Programs,Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,10,2023
417,2022-12-31,Jamunadas Tyagi,2178422624,COMPS,9876537385,946,Conference - Seminar - Workshops - Exhibition - Technical Festival,Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,12,2022
418,2023-10-20,Bunty Jalan,2238207047,COMPS,9876594377,622,"Membership - IET, IEEE, CSI, ASM",Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,10,2023
419,2020-08-25,Chhaya Kohli,2427221657,CSE-DS,9876512901,669,External Technical Training Programs,Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,8,2020
420,2022-03-14,Unnati Bind,2986436435,CSE-AIML,9876522373,694,"Membership - IET, IEEE, CSI, ASM",Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,3,2022
421,2023-11-15,Mayuri Pandit,2400404143,CSE-DS,9876510323,1811,"Membership - IET, IEEE, CSI, ASM",Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,11,2023
422,2022-03-06,Lav Mathur,2937418964,CSE-DS,9876568562,1778,"Membership - IET, IEEE, CSI, ASM",Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,3,2022
423,2022-12-03,Anjali Maheshwari,2586816248,CSE-DS,9876520503,1020,"Membership - IET, IEEE, CSI, ASM",Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,12,2022
424,2023-05-04,Sonali Saha,2777728826,CSE-DS,9876579263,331,"Membership - IET, IEEE, CSI, ASM",Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,5,2023
425,2023-06-09,Jayshree Goel,2011939516,CSE-DS,9876522133,1720,Conference - Seminar - Workshops - Exhibition - Technical Festival,Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,6,2023
426,2017-04-10,Unnati Sood,2434502218,CSE-AIML,9876525742,920,Conference - Seminar - Workshops - Exhibition - Technical Festival,Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,4,2017
427,2018-10-28,Mala Ray,2394601786,CSE-AIML,9876588725,791,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,10,2018
428,2023-01-25,Mandira Choudhuri,2046190194,CSE-DS,9876513780,295,External Technical Training Programs,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,1,2023
429,2020-02-14,Rudra Rana,2895489705,EXTC,9876549741,1289,External Technical Training Programs,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,2,2020
430,2021-01-18,Sankalp Bhargav,2357337503,CSE-AIML,9876534507,1757,External Technical Training Programs,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,1,2021
431,2018-02-17,Rohini Das,2527387498,COMPS,9876539026,1470,External Technical Training Programs,Excellent performance in last semester.,excellent performance in last semester.,Positive,2,2018
432,2020-11-07,Dinkar Bharati,2811186327,COMPS,9876543997,1553,"Membership - IET, IEEE, CSI, ASM",Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,11,2020
433,2020-11-19,Tanvi Rajpoot,2749341059,CSE-AIML,9876529467,487,"Membership - IET, IEEE, CSI, ASM",Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,11,2020
434,2022-12-18,Abhinesh Jadhav,2480250053,COMPS,9876567498,133,Conference - Seminar - Workshops - Exhibition - Technical Festival,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,12,2022
435,2022-07-31,Jeetendra Sonkar,2859592157,EXTC,9876541636,1234,Conference - Seminar - Workshops - Exhibition - Technical Festival,Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,7,2022
436,2019-07-07,Murlidhar Khurrana,2631072258,CSE-AIML,9876551245,1788,"Membership - IET, IEEE, CSI, ASM",Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,7,2019
437,2018-11-13,Vanshika Sampla,2017593132,CSE-DS,9876588944,1949,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,11,2018
438,2021-04-28,Avinash Gambhir,2744567729,COMPS,9876581248,1118,External Technical Training Programs,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,4,2021
439,2024-01-19,Atharva Jalan,2261314116,EXTC,9876545640,1915,External Technical Training Programs,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,1,2024
440,2021-11-19,Murali Dave,2069598120,CSE-DS,9876513205,1568,Conference - Seminar - Workshops - Exhibition - Technical Festival,Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,11,2021
441,2022-06-07,Prabhakar Saini,2572105900,CSE-DS,9876531048,1676,External Technical Training Programs,Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,6,2022
442,2019-10-14,Harini Chaurasiya,2714821635,EXTC,9876574483,1715,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,10,2019
443,2018-09-04,Himani Jaiswal,2849391327,EXTC,9876552495,803,Conference - Seminar - Workshops - Exhibition - Technical Festival,Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,9,2018
444,2018-07-30,Shatrughna Menon,2943300487,EXTC,9876595679,1130,External Technical Training Programs,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,7,2018
445,2022-02-28,Ishan Rout,2353470630,CSE-AIML,9876573751,1327,External Technical Training Programs,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,2,2022
446,2020-08-20,Shriram Kejriwal,2733214164,EXTC,9876575088,469,Conference - Seminar - Workshops - Exhibition - Technical Festival,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,8,2020
447,2019-05-18,Aarohi Oberoi,2144924269,EXTC,9876524799,1247,External Technical Training Programs,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,5,2019
448,2021-11-03,Diwakar Yadav,2559682203,EXTC,9876561013,760,Conference - Seminar - Workshops - Exhibition - Technical Festival,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,11,2021
449,2022-03-23,Ishika Pawar,2418619974,COMPS,9876548445,999,External Technical Training Programs,Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,3,2022
450,2018-11-17,Shakumbhari Kaul,2563789509,EXTC,9876566643,935,External Technical Training Programs,Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,11,2018
451,2022-08-18,Arpit Rajpoot,2372757806,CSE-DS,9876510240,199,Conference - Seminar - Workshops - Exhibition - Technical Festival,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,8,2022
452,2018-06-29,Kamal Damani,2524836115,CSE-DS,9876516890,542,External Technical Training Programs,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,6,2018
453,2021-07-28,Yamuna Munda,2325211717,CSE-DS,9876523850,1952,External Technical Training Programs,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,7,2021
454,2020-07-18,Praveen Gehlot,2250928333,CSE-DS,9876551594,919,External Technical Training Programs,Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,7,2020
455,2017-04-16,Ashutosh Roshan,2215380992,EXTC,9876510807,1898,Conference - Seminar - Workshops - Exhibition - Technical Festival,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,4,2017
456,2023-04-27,Malti Bhogle,2161876671,COMPS,9876565181,1660,Conference - Seminar - Workshops - Exhibition - Technical Festival,Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,4,2023
457,2022-12-22,Suraj Dixit,2589786436,EXTC,9876581410,1115,"Membership - IET, IEEE, CSI, ASM",Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,12,2022
458,2019-12-31,Sulekha Deol,2467868831,CSE-AIML,9876515450,972,"Membership - IET, IEEE, CSI, ASM",Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,12,2019
459,2023-05-04,Mansi Deo,2345549421,CSE-AIML,9876591667,843,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,5,2023
460,2017-04-22,Padmavati Rajpurohit,2971526687,CSE-DS,9876535478,1603,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,4,2017
461,2021-06-25,Revati Sampla,2197773612,EXTC,9876576980,1888,External Technical Training Programs,Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,6,2021
462,2017-06-18,Kanaklata Lalwani,2997815936,COMPS,9876583448,1144,Conference - Seminar - Workshops - Exhibition - Technical Festival,Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,6,2017
463,2018-06-03,Hanuman Tripathi,2689832590,COMPS,9876535536,1839,"Membership - IET, IEEE, CSI, ASM",Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,6,2018
